artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,git_url,project_owner,project_name,api_url,mandatory_language,pom_exist,versions
io.github.jethronap:jstat,io.github.jethronap:jstat:1.0.0,1.0.0,1583266358000,0,9,7,https://github.com/jethronap/jstat/tree/master,jethronap,jstat,https://api.github.com/repos/jethronap/jstat/languages,Java,True,"[{'name': '1.0.0', 'ts': 1583266358000}]"
exchange.core2:orderbook,exchange.core2:orderbook:0.7.0,0.7.0,1600006129000,0,11,3,https://github.com/exchange-core/orderbook.git,exchange-core,orderbook,https://api.github.com/repos/exchange-core/orderbook/languages,Java,True,"[{'name': '0.7.0', 'ts': 1600006129000}]"
com.formulasearchengine:mathmlquerygenerator,com.formulasearchengine:mathmlquerygenerator:1.0.0,1.0.0,1489859995000,0,4,3,git@github.com:physikerwelt/MathMLQueryGenerator.git,physikerwelt,MathMLQueryGenerator,https://api.github.com/repos/physikerwelt/MathMLQueryGenerator/languages,Java,True,"[{'name': '1.0.0', 'ts': 1489859995000}, {'name': '0.0.2', 'ts': 1421608714000}, {'name': '0.0.1', 'ts': 1415187947000}]"
nl.basjes.parse.useragent:yauaa-flink,nl.basjes.parse.useragent:yauaa-flink:7.27.0,7.27.0,1724509719000,0,12,1,https://github.com/nielsbasjes/yauaa,nielsbasjes,yauaa,https://api.github.com/repos/nielsbasjes/yauaa/languages,Java,True,"[{'name': '5.9', 'ts': 1555512763000}, {'name': '7.27.0', 'ts': 1724509719000}, {'name': '7.26.1', 'ts': 1713178163000}, {'name': '7.26.0', 'ts': 1710452549000}, {'name': '7.25.0', 'ts': 1706456984000}, {'name': '7.24.0', 'ts': 1702464458000}, {'name': '7.23.0', 'ts': 1698834436000}, {'name': '5.14.1', 'ts': 1576080157000}, {'name': '6.11', 'ts': 1646665694000}, {'name': '5.14', 'ts': 1575902833000}, {'name': '5.19', 'ts': 1595592073000}, {'name': '6.10', 'ts': 1646230625000}, {'name': '5.11', 'ts': 1562356272000}, {'name': '5.15', 'ts': 1581194749000}, {'name': '6.12', 'ts': 1648386299000}, {'name': '5.23', 'ts': 1614942632000}, {'name': '5.17', 'ts': 1585842825000}, {'name': '5.16', 'ts': 1585577566000}, {'name': '5.20', 'ts': 1606059899000}, {'name': '5.10', 'ts': 1557692106000}, {'name': '5.12', 'ts': 1567198752000}, {'name': '5.18', 'ts': 1592390136000}, {'name': '5.21', 'ts': 1607960762000}, {'name': '5.13', 'ts': 1573565730000}, {'name': '3.2', 'ts': 1512318345000}, {'name': '3.1', 'ts': 1510571294000}, {'name': '5.22', 'ts': 1614006137000}, {'name': '3.3', 'ts': 1512650273000}, {'name': '4.0', 'ts': 1518950135000}, {'name': '4.5', 'ts': 1527705481000}, {'name': '3.0', 'ts': 1510140553000}, {'name': '4.4', 'ts': 1527198461000}, {'name': '5.4', 'ts': 1541946043000}, {'name': '4.1', 'ts': 1519806040000}, {'name': '7.2.0', 'ts': 1654874580000}, {'name': '4.3', 'ts': 1525731376000}, {'name': '7.1.0', 'ts': 1652532357000}, {'name': '5.7', 'ts': 1542975465000}, {'name': '4.2', 'ts': 1523449747000}, {'name': '7.4.0', 'ts': 1660340119000}, {'name': '7.3.0', 'ts': 1656153815000}, {'name': '7.0.0', 'ts': 1652444209000}, {'name': '7.7.0', 'ts': 1666111994000}, {'name': '7.5.0', 'ts': 1661173966000}, {'name': '7.6.0', 'ts': 1663595223000}, {'name': '7.9.1', 'ts': 1671472529000}, {'name': '7.9.0', 'ts': 1670237665000}, {'name': '7.8.0', 'ts': 1666950652000}, {'name': '7.10.0', 'ts': 1673010855000}, {'name': '7.11.0', 'ts': 1674597609000}, {'name': '7.12.2', 'ts': 1676306933000}, {'name': '7.12.0', 'ts': 1675696001000}, {'name': '7.12.1', 'ts': 1676192316000}, {'name': '7.17.1', 'ts': 1679935053000}, {'name': '7.17.0', 'ts': 1679495705000}, {'name': '7.18.0', 'ts': 1681334080000}, {'name': '7.19.0', 'ts': 1681749117000}, {'name': '7.19.1', 'ts': 1682352689000}, {'name': '7.19.2', 'ts': 1684528742000}, {'name': '7.13.0', 'ts': 1676472936000}, {'name': '7.14.0', 'ts': 1677411749000}, {'name': '7.14.1', 'ts': 1677518614000}, {'name': '7.15.0', 'ts': 1677791744000}, {'name': '7.16.0', 'ts': 1678367013000}, {'name': '7.21.0', 'ts': 1690453703000}, {'name': '7.22.0', 'ts': 1691332163000}, {'name': '7.20.0', 'ts': 1685805593000}, {'name': '2.1', 'ts': 1504560068000}, {'name': '2.2', 'ts': 1506287527000}, {'name': '2.0', 'ts': 1503169133000}, {'name': '6.4', 'ts': 1639343449000}, {'name': '6.5', 'ts': 1639649727000}, {'name': '6.7', 'ts': 1641156773000}, {'name': '6.6', 'ts': 1640270554000}, {'name': '6.2', 'ts': 1636319489000}, {'name': '6.1', 'ts': 1635432162000}, {'name': '6.0', 'ts': 1625490245000}, {'name': '6.3', 'ts': 1636452441000}, {'name': '6.8', 'ts': 1642600134000}, {'name': '6.9', 'ts': 1645003496000}, {'name': '5.5', 'ts': 1542054484000}, {'name': '5.6', 'ts': 1542927111000}, {'name': '5.1', 'ts': 1533820946000}, {'name': '5.8', 'ts': 1548485255000}, {'name': '5.2', 'ts': 1534446251000}, {'name': '5.3', 'ts': 1539265405000}, {'name': '5.0', 'ts': 1531163283000}]"
pl.wavesoftware:eid-exceptions,pl.wavesoftware:eid-exceptions:2.0.0,2.0.0,1546117762000,0,8,1,https://github.com/wavesoftware/java-eid-exceptions,wavesoftware,java-eid-exceptions,https://api.github.com/repos/wavesoftware/java-eid-exceptions/languages,Java,True,"[{'name': '2.0.0', 'ts': 1546117762000}, {'name': '1.0.0', 'ts': 1437309476000}, {'name': '1.0.1', 'ts': 1444247251000}, {'name': '1.2.0', 'ts': 1459348094000}, {'name': '1.1.0', 'ts': 1448202484000}, {'name': '0.1.0', 'ts': 1437268232000}]"
com.sap.oss.phosphor:fosstars-rating-core,com.sap.oss.phosphor:fosstars-rating-core:1.14.0,1.14.0,1692102639000,0,22,20,http://github.com/SAP/fosstars-rating-core/tree/master,SAP,fosstars-rating-core,https://api.github.com/repos/SAP/fosstars-rating-core/languages,Java,True,"[{'name': '0.13.0', 'ts': 1597649913000}, {'name': '0.12.0', 'ts': 1596447361000}, {'name': '1.14.0', 'ts': 1692102639000}, {'name': '1.11.0', 'ts': 1662562468000}, {'name': '1.11.1', 'ts': 1662642149000}, {'name': '1.10.1', 'ts': 1661809763000}, {'name': '1.10.0', 'ts': 1661809762000}, {'name': '1.13.0', 'ts': 1676886261000}, {'name': '1.12.0', 'ts': 1664208233000}, {'name': '1.4.0', 'ts': 1626857096000}, {'name': '1.5.0', 'ts': 1639842781000}, {'name': '1.2.0', 'ts': 1613473321000}, {'name': '1.3.0', 'ts': 1621517253000}, {'name': '1.8.0', 'ts': 1648732342000}, {'name': '1.9.0', 'ts': 1654694276000}, {'name': '1.6.0', 'ts': 1640009398000}, {'name': '1.7.0', 'ts': 1640773492000}, {'name': '1.0.0', 'ts': 1599046041000}, {'name': '1.1.0', 'ts': 1610440657000}]"
com.github.gquintana.beepbeep:beepbeep,com.github.gquintana.beepbeep:beepbeep:0.3.0,0.3.0,1547658742000,0,11,5,https://github.com/gquintana/beepbeep.git,gquintana,beepbeep,https://api.github.com/repos/gquintana/beepbeep/languages,Java,True,"[{'name': '0.3.0', 'ts': 1547658742000}, {'name': '0.1.1', 'ts': 1464207380000}]"
com.blibli.oss:kafka-plugin,com.blibli.oss:kafka-plugin:2.1.0,2.1.0,1621243802000,0,10,1,https://github.com/bliblidotcom/kafka-plugin,bliblidotcom,kafka-plugin,https://api.github.com/repos/bliblidotcom/kafka-plugin/languages,Java,True,"[{'name': '2.1.0', 'ts': 1621243802000}, {'name': '2.0.0', 'ts': 1621243639000}, {'name': '2.0.1', 'ts': 1621243719000}, {'name': '0.0.4', 'ts': 1621243236000}, {'name': '0.0.5', 'ts': 1621243330000}, {'name': '0.0.3', 'ts': 1621243087000}, {'name': '0.0.6', 'ts': 1621243411000}, {'name': '0.0.2', 'ts': 1621242987000}, {'name': '0.0.1', 'ts': 1621242903000}, {'name': '0.0.7', 'ts': 1621243501000}]"
org.graylog:jadconfig,org.graylog:jadconfig:0.15.0,0.15.0,1718005914000,0,7,4,https://github.com/Graylog2/JadConfig,Graylog2,JadConfig,https://api.github.com/repos/Graylog2/JadConfig/languages,Java,True,"[{'name': '0.15.0', 'ts': 1718005914000}, {'name': '0.14.0', 'ts': 1665164350000}]"
com.github.twalcari:syntaxhighlighterfx,com.github.twalcari:syntaxhighlighterfx:3.0.0,3.0.0,1533832224000,0,3,2,https://github.com/twalcari/syntaxhighlighterfx,twalcari,syntaxhighlighterfx,https://api.github.com/repos/twalcari/syntaxhighlighterfx/languages,Java,True,"[{'name': '3.0.0', 'ts': 1533832224000}]"
com.streetcodevn:ntc-mongodb,com.streetcodevn:ntc-mongodb:1.0.1,1.0.1,1593055544000,0,5,5,https://github.com/congnghia0609/ntc-mongodb/tree/master,congnghia0609,ntc-mongodb,https://api.github.com/repos/congnghia0609/ntc-mongodb/languages,Java,True,"[{'name': '1.0.0', 'ts': 1575048686000}, {'name': '1.0.1', 'ts': 1593055544000}]"
com.microsoft.azure.network.v2020_07_01:azure-mgmt-network,com.microsoft.azure.network.v2020_07_01:azure-mgmt-network:1.0.0-beta,1.0.0-beta,1606794129000,0,6,2,scm:git:https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True,"[{'name': '1.0.0-beta', 'ts': 1606794129000}]"
org.yamj:api-common,org.yamj:api-common:2.1,2.1,1489657952000,0,2,2,scm:git:git@github.com:YAMJ/api-common,YAMJ,api-common,https://api.github.com/repos/YAMJ/api-common/languages,Java,True,"[{'name': '1.2', 'ts': 1420017085000}, {'name': '1.3', 'ts': 1423142258000}, {'name': '1.0', 'ts': 1372248715000}, {'name': '1.1', 'ts': 1387725353000}, {'name': '1.4', 'ts': 1423942983000}, {'name': '2.1', 'ts': 1489657952000}, {'name': '2.0', 'ts': 1446669814000}]"
org.terracotta:statistics,org.terracotta:statistics:2.1.3,2.1.3,1722268912000,0,7,1,https://github.com/Terracotta-OSS/statistics,Terracotta-OSS,statistics,https://api.github.com/repos/Terracotta-OSS/statistics/languages,Java,True,"[{'name': '2.1', 'ts': 1536256752000}, {'name': '2.1.3', 'ts': 1722268912000}, {'name': '1.1.0', 'ts': 1434044515000}, {'name': '1.2.0', 'ts': 1471883401000}, {'name': '1.3.0', 'ts': 1476948170000}, {'name': '1.4.1', 'ts': 1479820283000}, {'name': '1.4.0', 'ts': 1478531708000}, {'name': '1.4.2', 'ts': 1482167442000}, {'name': '1.4.3', 'ts': 1483976257000}, {'name': '1.4.4', 'ts': 1487194730000}, {'name': '1.5.0', 'ts': 1510782368000}, {'name': '2.0.7', 'ts': 1531919913000}, {'name': '2.0.2', 'ts': 1516046453000}, {'name': '2.0.1', 'ts': 1515598200000}, {'name': '2.0.6', 'ts': 1524584402000}, {'name': '2.0.5', 'ts': 1520276076000}, {'name': '2.0.0', 'ts': 1515097271000}, {'name': '2.0.4', 'ts': 1517538932000}, {'name': '2.0.3', 'ts': 1516982126000}, {'name': '2.0,2', 'ts': 1516043067000}, {'name': '2.1.1', 'ts': 1656079797000}, {'name': '2.1.2', 'ts': 1657225504000}]"
org.jeeplus:dynamic-datasource-spring-boot-starter,org.jeeplus:dynamic-datasource-spring-boot-starter:3.5.1,3.5.1,1647177386000,0,13,12,https://github.com/baomidou/dynamic-datasource-spring-boot-starter,baomidou,dynamic-datasource-spring-boot-starter,https://api.github.com/repos/baomidou/dynamic-datasource-spring-boot-starter/languages,Java,True,"[{'name': '3.5.1', 'ts': 1647177386000}, {'name': '3.5.0', 'ts': 1638953495000}]"
org.openstates:openstates-client,org.openstates:openstates-client:1.0.1,1.0.1,1404923802000,0,2,1,git@github.com:karlnicholas/openstates-client.git,karlnicholas,openstates-client,https://api.github.com/repos/karlnicholas/openstates-client/languages,Java,True,"[{'name': '1.0.1', 'ts': 1404923802000}, {'name': '1.0.0', 'ts': 1385693758000}]"
de.jaggl.sqlbuilder:sqlbuilder-springjdbc,de.jaggl.sqlbuilder:sqlbuilder-springjdbc:1.2.1,1.2.1,1578897974000,0,18,4,https://github.com/de-jaggl/sqlbuilder-springjdbc,de-jaggl,sqlbuilder-springjdbc,https://api.github.com/repos/de-jaggl/sqlbuilder-springjdbc/languages,Java,True,"[{'name': '1.0.0', 'ts': 1578773030000}, {'name': '1.2.1', 'ts': 1578897974000}, {'name': '1.2.0', 'ts': 1578896911000}, {'name': '1.1.0', 'ts': 1578773734000}, {'name': '1.1.1', 'ts': 1578860909000}]"
com.azure.resourcemanager:azure-resourcemanager-datadog,com.azure.resourcemanager:azure-resourcemanager-datadog:1.0.0,1.0.0,1698044869000,0,9,2,https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True,"[{'name': '1.0.0', 'ts': 1698044869000}, {'name': '1.0.0-beta.3', 'ts': 1622434323000}, {'name': '1.0.0-beta.4', 'ts': 1673848700000}, {'name': '1.0.0-beta.1', 'ts': 1615177331000}, {'name': '1.0.0-beta.2', 'ts': 1617070029000}]"
cc.kebei:commons,cc.kebei:commons:1.1.1,1.1.1,1578447497000,0,6,4,https://github.com/keqingyuan/common-utils,keqingyuan,common-utils,https://api.github.com/repos/keqingyuan/common-utils/languages,Java,True,"[{'name': '1.1.1', 'ts': 1578447497000}]"
io.github.cotide:sql2o-plus,io.github.cotide:sql2o-plus:1.0.3,1.0.3,1565149809000,0,11,7,https://github.com/cotide/sql2o-plus.git,cotide,sql2o-plus,https://api.github.com/repos/cotide/sql2o-plus/languages,Java,True,"[{'name': '1.0.3', 'ts': 1565149809000}, {'name': '1.0.0', 'ts': 1535679431000}, {'name': '1.0.2', 'ts': 1551253757000}, {'name': '1.0.1', 'ts': 1539048076000}]"
com.alibaba.compileflow:compileflow,com.alibaba.compileflow:compileflow:1.2.0,1.2.0,1657854923000,0,14,10,git@github.com:alibaba/compileflow.git,alibaba,compileflow,https://api.github.com/repos/alibaba/compileflow/languages,Java,True,"[{'name': '1.0.0-RC1', 'ts': 1603202208000}, {'name': '1.0.0-RC2', 'ts': 1603982704000}, {'name': '1.1.0-Beta2', 'ts': 1624849181000}, {'name': '1.1.0-Beta1', 'ts': 1624518060000}, {'name': '1.0.0', 'ts': 1618321196000}, {'name': '1.1.0', 'ts': 1630501838000}, {'name': '1.2.0', 'ts': 1657854923000}]"
io.camunda:zeebe-backup-store-common,io.camunda:zeebe-backup-store-common:8.6.0-alpha5-rc1,8.6.0-alpha5-rc1,1724774512000,2,2,2,https://github.com/camunda/camunda/zeebe-parent/zeebe-backup-store-common,camunda,camunda,https://api.github.com/repos/camunda/camunda/languages,Java,True,"[{'name': '8.5.0-RC1', 'ts': 1710415917000}, {'name': '8.5.0-RC2', 'ts': 1711570435000}, {'name': '8.5.0', 'ts': 1712145218000}, {'name': '8.5.0-alpha2', 'ts': 1709716726000}, {'name': '8.6.0-alpha2', 'ts': 1717504857000}, {'name': '8.6.0-alpha1', 'ts': 1715168407000}, {'name': '8.6.0-alpha3', 'ts': 1719329213000}, {'name': '8.6.0-alpha4', 'ts': 1722969519000}, {'name': '8.6.0-alpha4-rc2', 'ts': 1722529087000}, {'name': '8.6.0-alpha4-rc1', 'ts': 1722338622000}, {'name': '8.5.5', 'ts': 1720019883000}, {'name': '8.5.6', 'ts': 1722955279000}, {'name': '8.5.1', 'ts': 1715087664000}, {'name': '8.5.2', 'ts': 1717513456000}, {'name': '8.5.3', 'ts': 1718210345000}, {'name': '8.5.4', 'ts': 1719399611000}, {'name': '8.6.0-alpha2-rc4', 'ts': 1717147528000}, {'name': '8.6.0-alpha2-rc3', 'ts': 1716975444000}, {'name': '8.6.0-alpha5-rc1', 'ts': 1724774512000}, {'name': '8.6.0-alpha3-rc3', 'ts': 1718799455000}, {'name': '8.6.0-alpha1-rc3', 'ts': 1715003484000}, {'name': '8.6.0-alpha1-rc2', 'ts': 1714982672000}, {'name': '8.6.0-alpha1-rc4', 'ts': 1715153515000}, {'name': '8.6.0-alpha1-rc1', 'ts': 1714728469000}]"
de.grobmeier:postmark4j,de.grobmeier:postmark4j:1.1.1,1.1.1,1492516814000,0,10,8,https://github.com/grobmeier/postmark4j,grobmeier,postmark4j,https://api.github.com/repos/grobmeier/postmark4j/languages,Java,True,"[{'name': '1.1.1', 'ts': 1492516814000}, {'name': '1.0.0', 'ts': 1421228923000}]"
link.thingscloud:thingscloud-mobile-area,link.thingscloud:thingscloud-mobile-area:1.0.0-RELEASE,1.0.0-RELEASE,1584724872000,0,5,1,https://github.com/zhouhailin/thingscloud-mobile-area,zhouhailin,thingscloud-mobile-area,https://api.github.com/repos/zhouhailin/thingscloud-mobile-area/languages,Java,True,"[{'name': '1.0.0-RELEASE', 'ts': 1584724872000}]"
io.github.paulushcgcj:sshutil,io.github.paulushcgcj:sshutil:1.0.1,1.0.1,1561768098000,0,2,1,git@github.com:paulushcgcj/sshutil.git,paulushcgcj,sshutil,https://api.github.com/repos/paulushcgcj/sshutil/languages,Java,True,"[{'name': '1.0.1', 'ts': 1561768098000}]"
org.camunda.community:bpmn-driven-testing-model-8,org.camunda.community:bpmn-driven-testing-model-8:0.12.0,0.12.0,1722779088000,1,3,1,https://github.com/camunda-community-hub/bpmn-driven-testing/model-8,camunda-community-hub,bpmn-driven-testing,https://api.github.com/repos/camunda-community-hub/bpmn-driven-testing/languages,Java,True,"[{'name': '0.11.0', 'ts': 1717244896000}, {'name': '0.12.0', 'ts': 1722779088000}]"
org.eu.ingwar.tools:arquillian-suite-extension,org.eu.ingwar.tools:arquillian-suite-extension:1.2.2,1.2.2,1606858017000,38,13,8,https://github.com/ingwarsw/arquillian-suite-extension,ingwarsw,arquillian-suite-extension,https://api.github.com/repos/ingwarsw/arquillian-suite-extension/languages,Java,True,"[{'name': '1.1.4', 'ts': 1491918265000}, {'name': '1.1.2', 'ts': 1414425040000}, {'name': '1.1.1', 'ts': 1402413239000}, {'name': '1.1.0', 'ts': 1400669567000}, {'name': '1.2.2', 'ts': 1606858017000}, {'name': '1.2.0', 'ts': 1521133506000}, {'name': '1.2.1', 'ts': 1606121496000}, {'name': '1.0.7', 'ts': 1399473393000}, {'name': '1.0.4', 'ts': 1388676051000}, {'name': '1.0.3', 'ts': 1386004070000}, {'name': '1.0.2', 'ts': 1385546704000}, {'name': '1.0.6', 'ts': 1392203260000}, {'name': '1.0.8', 'ts': 1400518672000}]"
com.google.code.simple-spring-memcached:aws-elasticache-provider,com.google.code.simple-spring-memcached:aws-elasticache-provider:4.1.3,4.1.3,1561729291000,0,8,2,http://github.com/ragnor/simple-spring-memcached,ragnor,simple-spring-memcached,https://api.github.com/repos/ragnor/simple-spring-memcached/languages,Java,True,"[{'name': '4.0.0', 'ts': 1518556840000}, {'name': '4.1.2', 'ts': 1547550822000}, {'name': '4.1.1', 'ts': 1540229034000}, {'name': '4.1.0', 'ts': 1540227279000}, {'name': '4.1.3', 'ts': 1561729291000}, {'name': '3.5.0', 'ts': 1402844203000}, {'name': '3.6.1', 'ts': 1471018026000}, {'name': '3.6.0', 'ts': 1433846523000}]"
org.kuali.db.ojb:db-ojb,org.kuali.db.ojb:db-ojb:1.0.4-patch9,1.0.4-patch9,1436214394000,0,26,22,https://github.com/kuali/ojb-1.0.4,kuali,ojb-1.0.4,https://api.github.com/repos/kuali/ojb-1.0.4/languages,Java,True,"[{'name': '1.0.4-patch6', 'ts': 1296852210000}, {'name': '1.0.4-patch7', 'ts': 1308008609000}, {'name': '1.0.4-patch8', 'ts': 1326724617000}, {'name': '1.0.4-patch9', 'ts': 1436214394000}]"
com.github.josefd8:gingerspec,com.github.josefd8:gingerspec:2.2.18,2.2.18,1711581760000,0,60,59,https://github.com/josefd8/gingerspec,josefd8,gingerspec,https://api.github.com/repos/josefd8/gingerspec/languages,Java,True,"[{'name': '2.2.17', 'ts': 1711364143000}, {'name': '2.2.18', 'ts': 1711581760000}]"
com.github.watertreestar:tidy-util,com.github.watertreestar:tidy-util:1.0-RELEASE,1.0-RELEASE,1632537466000,0,4,1,https://github.com/watertreestar/tidy-util,watertreestar,tidy-util,https://api.github.com/repos/watertreestar/tidy-util/languages,Java,True,"[{'name': '1.0-RELEASE', 'ts': 1632537466000}]"
com.ontimize.jee.dms:ontimize-jee-dms-server,com.ontimize.jee.dms:ontimize-jee-dms-server:3.1.0,3.1.0,1629881310000,4,3,3,https://github.com/ontimize/ontimize-jee-dms/tree/master,ontimize,ontimize-jee-dms,https://api.github.com/repos/ontimize/ontimize-jee-dms/languages,Java,True,"[{'name': '3.1.0', 'ts': 1629881310000}, {'name': '3.0.0', 'ts': 1629800785000}]"
org.icepear.echarts:echarts-java,org.icepear.echarts:echarts-java:1.0.7,1.0.7,1662327405000,17,5,3,https://github.com/ECharts-Java/ECharts-Java,ECharts-Java,ECharts-Java,https://api.github.com/repos/ECharts-Java/ECharts-Java/languages,Java,True,"[{'name': '1.0.0', 'ts': 1641030361000}, {'name': '1.0.1', 'ts': 1641361020000}, {'name': '1.0.7', 'ts': 1662327405000}, {'name': '1.0.5', 'ts': 1660030650000}, {'name': '1.0.3', 'ts': 1646252239000}, {'name': '1.0.6', 'ts': 1662247180000}, {'name': '1.0.2', 'ts': 1641416777000}, {'name': '1.0.4', 'ts': 1659335626000}]"
com.omertron:API-OMDB,com.omertron:API-OMDB:1.5,1.5,1514906483000,0,9,7,scm:git:git@github.com:Omertron/api-omdb.git,Omertron,api-omdb,https://api.github.com/repos/Omertron/api-omdb/languages,Java,True,"[{'name': '1.5', 'ts': 1514906483000}, {'name': '1.4', 'ts': 1489688903000}, {'name': '1.1', 'ts': 1460050093000}, {'name': '1.3', 'ts': 1485893504000}, {'name': '1.0', 'ts': 1423576419000}, {'name': '1.2', 'ts': 1462308334000}]"
com.openpojo:dns4java,com.openpojo:dns4java:0.0.1,0.0.1,1519693062000,0,4,2,https://github.com/oshoukry/dns4java,oshoukry,dns4java,https://api.github.com/repos/oshoukry/dns4java/languages,Java,True,"[{'name': '0.0.1', 'ts': 1519693062000}]"
io.github.nikosrig:mastercard-ais,io.github.nikosrig:mastercard-ais:1.1.0,1.1.0,1669752984000,0,5,3,https://github.com/NikosRig/mastercard-ais,NikosRig,mastercard-ais,https://api.github.com/repos/NikosRig/mastercard-ais/languages,Java,True,"[{'name': '1.1.0', 'ts': 1669752984000}]"
net.code-story:fluent-rest-test,net.code-story:fluent-rest-test:1.6,1.6,1443513565000,0,4,1,scm:git:git@github.com:CodeStory/fluent-rest-test.git,CodeStory,fluent-rest-test,https://api.github.com/repos/CodeStory/fluent-rest-test/languages,Java,True,"[{'name': '1.5', 'ts': 1433856444000}, {'name': '1.4', 'ts': 1430737297000}, {'name': '1.3', 'ts': 1425981977000}, {'name': '1.0', 'ts': 1417170750000}, {'name': '1.1', 'ts': 1418992603000}, {'name': '1.2', 'ts': 1422375792000}, {'name': '1.6', 'ts': 1443513565000}]"
ru.mrgrd56:mgutils,ru.mrgrd56:mgutils:3.0.0,3.0.0,1688581107000,0,6,3,https://github.com/MRGRD56/mgutils/tree/master,MRGRD56,mgutils,https://api.github.com/repos/MRGRD56/mgutils/languages,Java,True,"[{'name': '3.0.0', 'ts': 1688581107000}, {'name': '2.0.0', 'ts': 1688230747000}, {'name': '1.8.1', 'ts': 1687881457000}, {'name': '1.8.0', 'ts': 1687881085000}, {'name': '1.9.0', 'ts': 1688116431000}, {'name': '1.1.1', 'ts': 1687409206000}, {'name': '1.2.0', 'ts': 1687451203000}, {'name': '1.3.0', 'ts': 1687507595000}, {'name': '1.4.0', 'ts': 1687515413000}, {'name': '1.5.1', 'ts': 1687537312000}, {'name': '1.5.0', 'ts': 1687534606000}, {'name': '1.6.0', 'ts': 1687546922000}, {'name': '1.7.0', 'ts': 1687554777000}, {'name': '1.0', 'ts': 1687370882000}, {'name': '1.1', 'ts': 1687373832000}]"
org.silentsoft:silentsoft-core,org.silentsoft:silentsoft-core:1.4.0,1.4.0,1587784469000,0,12,11,https://github.com/silentsoft/silentsoft-core.git,silentsoft,silentsoft-core,https://api.github.com/repos/silentsoft/silentsoft-core/languages,Java,True,"[{'name': '1.4.0', 'ts': 1587784469000}, {'name': '1.3.0', 'ts': 1586452773000}]"
me.atlis:nominatim-api,me.atlis:nominatim-api:1.0.0,1.0.0,1458644847000,0,6,4,http://github.com/AtlisInc/Nominatim-API,AtlisInc,Nominatim-API,https://api.github.com/repos/AtlisInc/Nominatim-API/languages,Java,True,"[{'name': '1.0.0', 'ts': 1458644847000}]"
com.microsoft.windowsazure:microsoft-azure-api-core,com.microsoft.windowsazure:microsoft-azure-api-core:0.5.0,0.5.0,1399657209000,0,10,5,scm:git:https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True,"[{'name': '0.5.0', 'ts': 1399657209000}]"
org.avaje.ebean:querybean-maven-plugin,org.avaje.ebean:querybean-maven-plugin:8.2.1,8.2.1,1477568086000,0,4,2,https://github.com/ebean-orm/querybean-maven-enhancer.git,ebean-orm,querybean-maven-enhancer,https://api.github.com/repos/ebean-orm/querybean-maven-enhancer/languages,Java,True,"[{'name': '8.2.1', 'ts': 1477568086000}, {'name': '8.1.3', 'ts': 1471942725000}, {'name': '8.1.1', 'ts': 1470201622000}]"
org.patternfly:patternfly-java,org.patternfly:patternfly-java:0.1.5,0.1.5,1709366703000,0,8,5,https://github.com/patternfly-java/patternfly-java,patternfly-java,patternfly-java,https://api.github.com/repos/patternfly-java/patternfly-java/languages,Java,True,"[{'name': '0.1.5', 'ts': 1709366703000}, {'name': '0.0.4', 'ts': 1696940915000}, {'name': '0.0.6', 'ts': 1698189113000}, {'name': '0.0.2', 'ts': 1696900180000}, {'name': '0.0.7', 'ts': 1698655471000}, {'name': '0.0.1', 'ts': 1696513723000}, {'name': '0.0.5', 'ts': 1697622008000}, {'name': '0.0.3', 'ts': 1696939412000}, {'name': '0.1.2', 'ts': 1702825583000}, {'name': '0.1.1', 'ts': 1700679644000}, {'name': '0.1.0', 'ts': 1700072349000}]"
at.molindo:molindo-mysql-collations,at.molindo:molindo-mysql-collations:1.0-alpha-1,1.0-alpha-1,1300204055000,0,7,4,git@github.com:molindo/molindo-mysql-collations.git,molindo,molindo-mysql-collations,https://api.github.com/repos/molindo/molindo-mysql-collations/languages,Java,True,"[{'name': '1.0-alpha-1', 'ts': 1300204055000}]"
io.webservices.api:io-webservices-api,io.webservices.api:io-webservices-api:1.0,1.0,1352644690000,0,10,5,https://github.com/webservices-io/io-webservices-api.java,webservices-io,io-webservices-api.java,https://api.github.com/repos/webservices-io/io-webservices-api.java/languages,Java,True,"[{'name': '1.0', 'ts': 1352644690000}]"
