"",artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,provided_dependency,dependency,num_use_import,num_unused_import,num_import_but_unused,num_use_import_in_file,num_unused_import_in_file,avg_use_import_in_each_file,avg_unused_import_in_each_file,num_files
98,com.aliyun:alibabacloud-aligenieip_1_0,com.aliyun:alibabacloud-aligenieip_1_0:1.0.1,1.0.1,1709196418000,0,3,1,0,"[""com.aliyun:aliyun-gateway-pop:0.2.7-beta:compile"",""com.github.tomakehurst:wiremock-standalone:2.24.1:test"",""junit:junit:4.13.1:test""]",1,0,0,1382,355,4.749141,1.219931,291
87,io.spring.initializr:initializr-generator-test,io.spring.initializr:initializr-generator-test:0.21.0,0.21.0,1718005954000,1,4,4,0,"[""org.assertj:assertj-core:3.25.3:compile"",""org.springframework.boot:spring-boot-test:3.3.0:compile"",""io.spring.initializr:initializr-metadata:0.21.0:compile"",""io.spring.initializr:initializr-generator:0.21.0:compile""]",4,0,0,144,0,5.538462,0.000000,26
3,org.codelibs:elasticsearch-analysis-kuromoji-unidic,org.codelibs:elasticsearch-analysis-kuromoji-unidic:6.6.0,6.6.0,1550711556000,0,5,2,1,"[""org.codelibs:lucene-analyzers-kuromoji-unidic:7.6.0-2_1_2:compile"",""org.codelibs:analyzers:7.6.0.0:compile"",""junit:junit:4.12:test"",""org.codelibs:elasticsearch-cluster-runner:6.6.0.0:test"",""org.elasticsearch:elasticsearch:6.6.0:provided""]",3,0,0,96,0,9.600000,0.000000,10
96,org.apache.sling:feature-launcher-maven-plugin,org.apache.sling:feature-launcher-maven-plugin:0.1.6,0.1.6,1688727219000,0,9,4,4,"[""org.apache.maven:maven-artifact:3.3.9:provided"",""junit:junit:4.13.2:test"",""org.codehaus.plexus:plexus-interactivity-api:1.1:compile"",""org.apache.maven.shared:maven-shared-utils:3.3.4:compile"",""javax.inject:javax.inject:1:compile"",""org.apache.maven.plugin-tools:maven-plugin-annotations:3.6.4:provided"",""org.codehaus.plexus:plexus-archiver:4.2.7:compile"",""org.apache.maven:maven-core:3.3.9:provided"",""org.apache.maven:maven-plugin-api:3.3.9:provided""]",8,0,0,65,0,13.000000,0.000000,5
21,cool.scx:scx-core,cool.scx:scx-core:3.0.2,3.0.2,1724498068000,1,8,5,0,"[""cool.scx:scx-config:3.0.2:compile"",""org.testng:testng:7.10.2:test"",""cool.scx:scx-data-jdbc:3.0.2:compile"",""cool.scx:scx-jdbc-sqlite:3.0.2:test"",""cool.scx:scx-jdbc-mysql:3.0.2:test"",""cool.scx:scx-logging:3.0.2:compile"",""com.zaxxer:HikariCP:5.1.0:compile"",""cool.scx:scx-web:3.0.2:compile""]",5,0,0,200,6,12.500000,0.375000,16
4,uk.uuid.slf4j:slf4j-android,uk.uuid.slf4j:slf4j-android:2.0.16-0,2.0.16-0,1723635390000,0,8,1,1,"[""com.google.code.findbugs:annotations:3.0.1u2:test"",""org.hamcrest:hamcrest-core:3.0:test"",""com.google.android:android:2.1.2:provided"",""org.powermock:powermock-module-junit4:2.0.9:test"",""org.powermock:powermock-api-mockito2:2.0.9:test"",""com.btmatthews.hamcrest:hamcrest-matchers:1.0.1:test"",""junit:junit:4.13.2:test"",""org.slf4j:slf4j-api:2.0.16:compile""]",2,0,0,27,1,2.700000,0.100000,10
5,io.github.jiashunx:games-flappybird,io.github.jiashunx:games-flappybird:1.1.0,1.1.0,1609424177000,0,1,1,0,"[""org.dom4j:dom4j:2.1.1:compile""]",1,0,0,38,0,3.800000,0.000000,10
85,org.neo4j:neo4j-batch-insert,org.neo4j:neo4j-batch-insert:4.4.36,4.4.36,1721740215000,1,4,2,0,"[""org.neo4j:neo4j-record-storage-engine:4.4.36:compile"",""org.mockito:mockito-core:3.12.4:test"",""org.junit.jupiter:junit-jupiter:5.7.2:test"",""org.neo4j:neo4j-kernel:4.4.36:compile""]",2,0,0,185,0,26.428571,0.000000,7
47,com.itemis:fluffyj,com.itemis:fluffyj:1.13.4,1.13.4,1713805869000,5,10,1,0,"[""org.mockito:mockito-junit-jupiter:5.11.0:test"",""com.google.guava:guava:33.1.0-jre:compile"",""com.tngtech.archunit:archunit-junit5:1.2.1:test"",""org.awaitility:awaitility:4.2.1:test"",""org.mockito:mockito-core:5.11.0:test"",""org.hamcrest:hamcrest:2.2:test"",""org.junit.jupiter:junit-jupiter-api:5.10.2:test"",""org.assertj:assertj-core:3.25.3:test"",""org.junit.jupiter:junit-jupiter-engine:5.10.2:test"",""ch.qos.logback:logback-classic:1.5.3:test""]",1,0,0,34,0,3.400000,0.000000,10
75,com.aliyun:aliyun-java-sdk-imm,com.aliyun:aliyun-java-sdk-imm:2.1.17,2.1.17,1689843375000,0,2,2,0,"[""com.google.code.gson:gson:2.8.9:compile"",""com.aliyun:aliyun-java-sdk-core:[4.3.2,5.0.0):compile""]",2,0,0,1376,18,4.811189,0.062937,286
46,com.tradier:dropwizard-raven,com.tradier:dropwizard-raven:0.9.3,0.9.3,1493868113000,0,3,2,0,"[""com.getsentry.raven:raven-logback:7.6.0:compile"",""junit:junit:4.12:test"",""io.dropwizard:dropwizard-core:0.9.2:compile""]",3,0,0,26,0,6.500000,0.000000,4
51,int.esa.ccsds.mo:TRANSPORT_JMS,int.esa.ccsds.mo:TRANSPORT_JMS:8.2,8.2,1688648270000,0,3,3,0,"[""int.esa.ccsds.mo:TRANSPORT_GEN:8.2:compile"",""org.apache.geronimo.specs:geronimo-jms_1.1_spec:1.1.1:compile"",""int.esa.ccsds.mo:API_MAL:8.2:compile""]",3,0,0,199,0,14.214286,0.000000,14
52,io.github.penghaojie:btools,io.github.penghaojie:btools:1.2.5,1.2.5,1625038878000,0,2,1,1,"[""org.springframework:spring-web:5.3.8:provided"",""com.squareup:javapoet:1.13.0:compile""]",2,0,0,39,0,4.333333,0.000000,9
40,com.aliyun:aliyun-java-sdk-mse,com.aliyun:aliyun-java-sdk-mse:3.0.41,3.0.41,1689216448000,0,2,2,0,"[""com.google.code.gson:gson:2.8.9:compile"",""com.aliyun:aliyun-java-sdk-core:[4.3.2,5.0.0):compile""]",2,0,0,2137,10,3.609797,0.016892,592
54,pw.mihou:Velen,pw.mihou:Velen:3.1.1,3.1.1,1643276722000,0,2,2,0,"[""org.slf4j:slf4j-api:1.7.32:compile"",""org.javacord:javacord:3.4.0:compile""]",1,0,0,670,13,7.882353,0.152941,85
55,com.github.sviperll:sviperll-cli,com.github.sviperll:sviperll-cli:0.4.2,0.4.2,1377607599000,0,2,1,0,"[""com.github.sviperll:sviperll-common:1.0.3:compile"",""junit:junit:3.8.1:test""]",1,0,0,14,0,2.333333,0.000000,6
39,org.dspace:oclc-harvester2,org.dspace:oclc-harvester2:1.0.0,1.0.0,1659734309000,9,3,1,0,"[""junit:junit:4.13.1:test"",""org.slf4j:slf4j-simple:1.7.36:test"",""org.slf4j:slf4j-api:1.7.36:compile""]",1,0,0,84,6,9.333333,0.666667,9
57,info.xiancloud:xian-ftpclient,info.xiancloud:xian-ftpclient:0.3.3.3,0.3.3.3,1555508619000,0,3,2,0,"[""junit:junit:4.12:test"",""info.xiancloud:xian-core:0.3.3.3:compile"",""commons-net:commons-net:3.6:compile""]",2,0,0,16,0,5.333333,0.000000,3
38,com.github.kevinsawicki:halligan,com.github.kevinsawicki:halligan:0.5,0.5,1375374026000,0,5,3,0,"[""junit:junit:4.10:test"",""com.damnhandy:handy-uri-templates:1.1.6:compile"",""org.eclipse.jetty:jetty-server:8.0.3.v20111011:test"",""com.google.code.gson:gson:2.2.3:compile"",""com.github.kevinsawicki:http-request:5.4:compile""]",3,0,0,41,0,8.200000,0.000000,5
35,com.hp.autonomy.aci.client:aci-api,com.hp.autonomy.aci.client:aci-api:24.3.2,24.3.2,1718031382000,0,16,8,0,"[""commons-codec:commons-codec:1.16.1:compile"",""org.hamcrest:java-hamcrest:2.0.0.0:test"",""junit:junit:4.13.2:test"",""com.fasterxml.woodstox:woodstox-core:6.6.2:test"",""commons-io:commons-io:2.15.1:test"",""org.apache.httpcomponents:httpmime:4.5.14:compile"",""org.mockito:mockito-core:5.11.0:test"",""org.apache.httpcomponents.core5:httpcore5:5.2.4:compile"",""org.slf4j:slf4j-api:2.0.12:compile"",""org.slf4j:jcl-over-slf4j:2.0.12:runtime"",""ch.qos.logback:logback-classic:1.5.2:test"",""com.hp.autonomy.test.xml:xml-test-utils:1.0.0:test"",""org.apache.commons:commons-lang3:3.14.0:compile"",""org.apache.httpcomponents:httpcore:4.4.16:compile"",""org.apache.httpcomponents.client5:httpclient5:5.3.1:compile"",""org.apache.httpcomponents:httpclient:4.5.14:compile""]",8,0,0,328,1,6.978723,0.021277,47
60,com.aliyun:alibabacloud-nlb20220430,com.aliyun:alibabacloud-nlb20220430:2.0.8,2.0.8,1723828262000,0,3,1,0,"[""com.aliyun:aliyun-gateway-pop:0.2.12-beta:compile"",""com.github.tomakehurst:wiremock-standalone:2.24.1:test"",""junit:junit:4.13.1:test""]",1,0,0,471,184,3.140000,1.226667,150
32,net.sf.cssbox:cssbox,net.sf.cssbox:cssbox:5.0.1,5.0.1,1679244690000,0,4,3,0,"[""junit:junit:4.13.1:test"",""net.sf.cssbox:jstyleparser:4.0.0:compile"",""org.codelibs:nekohtml:2.0.2:compile"",""org.slf4j:slf4j-api:1.7.30:compile""]",4,0,0,759,1,8.340659,0.010989,91
64,net.razorvine:pyrolite,net.razorvine:pyrolite:5.1,5.1,1621294239000,0,2,1,0,"[""net.razorvine:serpent:1.40:compile"",""junit:junit:4.13.1:test""]",1,0,0,81,0,5.785714,0.000000,14
65,io.github.willena:connect-influxdb-sink,io.github.willena:connect-influxdb-sink:1.0.2,1.0.2,1713937688000,0,7,5,0,"[""org.influxdb:influxdb-java:2.24:compile"",""org.slf4j:slf4j-api:2.0.13:compile"",""org.junit.jupiter:junit-jupiter:5.10.2:test"",""org.apache.logging.log4j:log4j-slf4j2-impl:2.23.1:test"",""com.google.guava:guava:33.1.0-jre:compile"",""org.apache.kafka:connect-api:3.7.0:compile"",""io.github.willena:connect-retryable:1.0.2:compile""]",5,0,0,115,0,7.187500,0.000000,16
29,org.zalando.stups:workarounds-spring-boot,org.zalando.stups:workarounds-spring-boot:0.10.0,0.10.0,1466592318000,0,8,4,0,"[""org.springframework.boot:spring-boot-starter-web:1.3.5.RELEASE:test"",""junit:junit:4.12:test"",""org.assertj:assertj-core:3.0.0:test"",""org.springframework.boot:spring-boot-actuator:1.3.5.RELEASE:compile"",""org.springframework.boot:spring-boot-starter-test:1.3.5.RELEASE:test"",""org.slf4j:slf4j-api:1.7.21:compile"",""com.google.guava:guava:19.0:compile"",""org.springframework.boot:spring-boot-autoconfigure:1.3.5.RELEASE:compile""]",4,0,0,14,0,14.000000,0.000000,1
27,com.yakaz.elasticsearch.plugins:elasticsearch-action-reloadsettings,com.yakaz.elasticsearch.plugins:elasticsearch-action-reloadsettings:1.6.0,1.6.0,1423246773000,0,5,1,0,"[""log4j:log4j:1.2.17:test"",""org.slf4j:slf4j-api:1.6.2:test"",""org.testng:testng:6.8:test"",""org.hamcrest:hamcrest-core:1.3:test"",""org.elasticsearch:elasticsearch:1.4.0.Beta1:compile""]",1,0,0,188,1,8.173913,0.043478,23
68,com.github.fracpete:inetutils4j,com.github.fracpete:inetutils4j:0.0.2,0.0.2,1527996709000,0,2,1,0,"[""net.sourceforge.argparse4j:argparse4j:0.6.0:compile"",""junit:junit:3.8.2:test""]",1,0,0,29,0,4.142857,0.000000,7
69,ru.r2cloud:r2weatherClient,ru.r2cloud:r2weatherClient:1.1,1.1,1588414786000,0,3,1,0,"[""org.slf4j:slf4j-log4j12:1.7.12:test"",""junit:junit:4.12:test"",""org.slf4j:slf4j-api:1.7.12:compile""]",1,0,0,20,0,10.000000,0.000000,2
26,cn.aradin:aradin-spring-caffeine,cn.aradin:aradin-spring-caffeine:1.1.2,1.1.2,1710467147000,1,3,2,0,"[""cn.aradin:aradin-version-core:1.1.2:compile"",""com.github.ben-manes.caffeine:caffeine:3.1.8:compile"",""junit:junit:4.13.2:test""]",2,0,0,64,0,7.111111,0.000000,9
71,io.netty:netty,io.netty:netty:3.10.6.Final,3.10.6.Final,1467204327000,214,19,13,0,"[""org.apache.felix:org.osgi.compendium:1.4.0:compile"",""org.easymock:easymockclassextension:3.1:test"",""commons-logging:commons-logging:1.1.1:compile"",""org.jboss.marshalling:jboss-marshalling-river:1.3.14.GA:test"",""junit:junit:4.11:test"",""org.jboss.logging:jboss-logging:3.1.4.GA:compile"",""com.google.protobuf:protobuf-java:2.5.0:compile"",""org.eclipse.jetty.npn:npn-api:1.1.0.v20120525:compile"",""org.easymock:easymock:3.1:test"",""javax.activation:activation:1.1.1:compile"",""org.jboss.marshalling:jboss-marshalling-serial:1.3.14.GA:test"",""org.slf4j:slf4j-simple:1.6.4:test"",""io.netty:netty-tcnative:1.1.30.Fork2:compile"",""javax.servlet:servlet-api:2.5:compile"",""org.slf4j:slf4j-api:1.6.4:compile"",""log4j:log4j:1.2.16:compile"",""org.apache.felix:org.osgi.core:1.4.0:compile"",""org.bouncycastle:bcpkix-jdk15on:1.50:compile"",""org.jboss.marshalling:jboss-marshalling:1.3.14.GA:compile""]",13,0,0,4264,44,6.082739,0.062767,701
72,org.zalando:jzon,org.zalando:jzon:1.5.0,1.5.0,1569928928000,0,11,5,0,"[""org.mockito:mockito-core:2.25.1:test"",""com.fasterxml.jackson.core:jackson-databind:2.9.9:compile"",""org.springframework.boot:spring-boot-test:2.1.3.RELEASE:test"",""com.google.guava:guava:27.1-jre:compile"",""org.apache.commons:commons-collections4:4.3:compile"",""junit:junit:4.12:test"",""org.apache.commons:commons-lang3:3.8.1:compile"",""org.skyscreamer:jsonassert:1.5.0:test"",""org.assertj:assertj-core:3.12.2:test"",""ch.qos.logback:logback-classic:1.2.3:test"",""com.jayway.jsonpath:json-path:2.4.0:compile""]",5,0,0,65,1,8.125000,0.125000,8
24,org.eclipse.leshan:leshan-core-cf,org.eclipse.leshan:leshan-core-cf:2.0.0-M15,2.0.0-M15,1718788812000,2,4,4,0,"[""org.eclipse.leshan:leshan-core:2.0.0-M15:compile"",""org.eclipse.californium:scandium:3.12.0:compile"",""org.eclipse.californium:cf-oscore:3.12.0:compile"",""org.eclipse.californium:californium-core:3.12.0:compile""]",4,0,0,134,1,6.380952,0.047619,21
99,com.microsoft.azure:azure-eventhubs-eph,com.microsoft.azure:azure-eventhubs-eph:3.3.0,3.3.0,1624414868000,4,7,3,0,"[""com.microsoft.azure:msal4j:0.4.0-preview:test"",""com.google.code.gson:gson:2.8.6:compile"",""com.microsoft.azure:adal4j:1.6.5:test"",""org.slf4j:slf4j-simple:1.7.30:test"",""junit:junit:4.13.2:test"",""com.microsoft.azure:azure-storage:8.0.0:compile"",""com.microsoft.azure:azure-eventhubs:3.3.0:compile""]",3,0,0,166,1,5.533333,0.033333,30
