,Unnamed: 0.1,Unnamed: 0,artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,git_url,project_owner,project_name,api_url,mandatory_language,pom_exist
1261,4304,248776,com.github.biyusir:eql-plus,com.github.biyusir:eql-plus:1.5,1.5,1578500374000,0,8,7,git:https://github.com/biyusir/eql-plus,biyusir,eql-plus,https://api.github.com/repos/biyusir/eql-plus/languages,Java,True
1262,4306,305275,org.support-project:web,org.support-project:web:1.12.0,1.12.0,1515384936000,0,9,5,https://github.com/support-project/web,support-project,web,https://api.github.com/repos/support-project/web/languages,Java,True
1264,4310,602908,io.gitlab.simpay-artefactory.payu:ms-menu-client,io.gitlab.simpay-artefactory.payu:ms-menu-client:0.0.14,0.0.14,1716993239000,0,6,6,http://github.com/simpligility/ossrh-demo/tree/master,simpligility,ossrh-demo,https://api.github.com/repos/simpligility/ossrh-demo/languages,Java,True
1265,4313,60527,io.github.kosik:simple-json-rpc,io.github.kosik:simple-json-rpc:1.4.001,1.4.001,1668115495000,0,6,2,https://github.com/kosik/simple-json-rpc,kosik,simple-json-rpc,https://api.github.com/repos/kosik/simple-json-rpc/languages,Java,True
1267,4336,45129,br.eti.clairton:gson-hypermedia,br.eti.clairton:gson-hypermedia:1.1.0,1.1.0,1492255134000,0,7,4,scm:git:git@github.com:clairton/gson-hypermedia,clairton,gson-hypermedia,https://api.github.com/repos/clairton/gson-hypermedia/languages,Java,True
1268,4338,382441,com.monarchapis:rest-client,com.monarchapis:rest-client:0.8.1,0.8.1,1432046643000,0,14,13,https://github.com/monarchapis/rest-client,monarchapis,rest-client,https://api.github.com/repos/monarchapis/rest-client/languages,Java,True
1269,4339,237737,com.shikhir:StrWrangler4j,com.shikhir:StrWrangler4j:1.2.8,1.2.8,1571096857000,0,10,9,https://github.com/shikhirsingh/StrWrangler4j,shikhirsingh,StrWrangler4j,https://api.github.com/repos/shikhirsingh/StrWrangler4j/languages,Java,True
1270,4340,414081,com.daikit:spring-data-graphql-demo,com.daikit:spring-data-graphql-demo:1.4,1.4,1573037010000,0,5,4,https://github.com/tcaselli/spring-data-graphql-demo,tcaselli,spring-data-graphql-demo,https://api.github.com/repos/tcaselli/spring-data-graphql-demo/languages,Java,True
1272,4347,316823,org.substeps:webdriver-substeps,org.substeps:webdriver-substeps:1.1.7,1.1.7,1570741398000,0,22,15,https://github.com/Substeps/substeps-webdriver.git,Substeps,substeps-webdriver,https://api.github.com/repos/Substeps/substeps-webdriver/languages,Java,True
1274,4349,222784,io.github.saoxuequ:cookie-provider,io.github.saoxuequ:cookie-provider:0.2.0,0.2.0,1639907884000,0,3,3,git@github.com:saoxuequ/cookie-provider.git,saoxuequ,cookie-provider,https://api.github.com/repos/saoxuequ/cookie-provider/languages,Java,True
1280,4365,547601,io.github.group-robot:feishu-robot-core,io.github.group-robot:feishu-robot-core:2.0.0,2.0.0,1724404729000,0,8,4,https://github.com/group-robot/java-feishu-robot.git,group-robot,java-feishu-robot,https://api.github.com/repos/group-robot/java-feishu-robot/languages,Java,True
1282,4371,76483,com.foreach.across.modules:properties-module,com.foreach.across.modules:properties-module:4.5.0,4.5.0,1715065475000,4,4,4,https://github.com/foreach-across/across-entity-admin-modules/properties-module,foreach-across,across-entity-admin-modules,https://api.github.com/repos/foreach-across/across-entity-admin-modules/languages,Java,True
1284,4376,99145,com.helger:phoss-smp-backend,com.helger:phoss-smp-backend:7.1.5,7.1.5,1724140957000,4,16,13,https://github.com/phax/phoss-smp/phoss-smp-backend,phax,phoss-smp,https://api.github.com/repos/phax/phoss-smp/languages,Java,True
1286,4382,145514,io.searchbox:jest-common,io.searchbox:jest-common:5.3.4,5.3.4,1534157993000,11,10,2,git@github.com:searchbox-io/Jest.git,searchbox-io,Jest,https://api.github.com/repos/searchbox-io/Jest/languages,Java,True
1289,4393,275939,com.ontimize.boot:ontimize-boot-starter-keycloak,com.ontimize.boot:ontimize-boot-starter-keycloak:3.14.0,3.14.0,1708686120000,0,1,1,https://github.com/ontimize/ontimize-boot/tree/master,ontimize,ontimize-boot,https://api.github.com/repos/ontimize/ontimize-boot/languages,Java,True
1291,4399,87062,org.nutz:nutzboot-contrib,org.nutz:nutzboot-contrib:2.5.1.v20220215,2.5.1.v20220215,1645027677000,0,1,1,git://github.com/nutzam/nutzboot.git,nutzam,nutzboot,https://api.github.com/repos/nutzam/nutzboot/languages,Java,True
1293,4401,56292,com.github.jeuxjeux20:relative-sorting,com.github.jeuxjeux20:relative-sorting:0.1.1,0.1.1,1599771477000,0,4,2,https://github.com/jeuxjeux20/relative-sorting,jeuxjeux20,relative-sorting,https://api.github.com/repos/jeuxjeux20/relative-sorting/languages,Java,True
1294,4403,309620,com.mastfrog:acteur-server-sent-events,com.mastfrog:acteur-server-sent-events:2.9.7,2.9.7,1676972974000,0,4,1,https://github.com/timboudreau/acteur.git,timboudreau,acteur,https://api.github.com/repos/timboudreau/acteur/languages,Java,True
1296,4409,398935,com.aoapps:ao-web-resources-book,com.aoapps:ao-web-resources-book:0.5.0,0.5.0,1634609682000,0,7,6,https://github.com/ao-apps/ao-web-resources,ao-apps,ao-web-resources,https://api.github.com/repos/ao-apps/ao-web-resources/languages,Java,True
1303,4451,265173,io.github.ttj4:scalapb-maven-plugin,io.github.ttj4:scalapb-maven-plugin:1.0.2,1.0.2,1576639661000,0,6,5,https://github.com/ttj4/scalapb-maven-plugin,ttj4,scalapb-maven-plugin,https://api.github.com/repos/ttj4/scalapb-maven-plugin/languages,Java,True
1305,4460,384733,com.oracle.coherence.hibernate:coherence-hibernate-cache-52,com.oracle.coherence.hibernate:coherence-hibernate-cache-52:2.3.5,2.3.5,1710541974000,0,3,2,https://github.com/coherence-community/coherence-hibernate/coherence-hibernate-cache-52,coherence-community,coherence-hibernate,https://api.github.com/repos/coherence-community/coherence-hibernate/languages,Java,True
1309,4475,322509,org.gridgain:gridgain-fabric,org.gridgain:gridgain-fabric:6.6.9-p1,6.6.9-p1,1470823322000,0,3,3,https://github.com/gridgain/gridgain,gridgain,gridgain,https://api.github.com/repos/gridgain/gridgain/languages,Java,True
1310,4479,308213,com.github.stefaniniinspiring:pugtsdb,com.github.stefaniniinspiring:pugtsdb:1.0,1.0,1534194513000,0,7,4,https://github.com/StefaniniInspiring/pugtsdb.git,StefaniniInspiring,pugtsdb,https://api.github.com/repos/StefaniniInspiring/pugtsdb/languages,Java,True
1313,4485,245942,org.agileware:smartunit,org.agileware:smartunit:0.10.2,0.10.2,1441145022000,0,8,4,https://github.com/rlogiacco/SmartUnit,rlogiacco,SmartUnit,https://api.github.com/repos/rlogiacco/SmartUnit/languages,Java,True
1316,4495,205688,io.github.benas:easybatch-flatfile,io.github.benas:easybatch-flatfile:2.1.3,2.1.3,1393198297000,0,2,1,git@github.com:benas/easy-batch.git,benas,easy-batch,https://api.github.com/repos/benas/easy-batch/languages,Java,True
1319,4512,275325,net.seedboxer:seedboxer,net.seedboxer:seedboxer:2.1,2.1,1364487972000,0,40,33,git@github.com:seedboxer/seedboxer.git,seedboxer,seedboxer,https://api.github.com/repos/seedboxer/seedboxer/languages,Java,True
1322,4521,85974,cloud.piranha.arquillian:piranha-arquillian-server,cloud.piranha.arquillian:piranha-arquillian-server:24.8.0,24.8.0,1723554264000,0,13,13,https://github.com/piranhacloud/piranha/project/piranha-arquillian-server,piranhacloud,piranha,https://api.github.com/repos/piranhacloud/piranha/languages,Java,True
1324,4530,245176,org.hobsoft.entangle:entangle-swing,org.hobsoft.entangle:entangle-swing:0.1.0,0.1.0,1352328023000,0,2,1,https://github.com/markhobson/entangle-swing,markhobson,entangle-swing,https://api.github.com/repos/markhobson/entangle-swing/languages,Java,True
1325,4537,122307,org.eclipse.ditto:ditto-services-concierge-starter,org.eclipse.ditto:ditto-services-concierge-starter:2.0.0-M2,2.0.0-M2,1617870872000,0,21,18,https://github.com/eclipse/ditto.git/ditto-bom/ditto-services/ditto-services-concierge/ditto-services-concierge-starter,eclipse,ditto,https://api.github.com/repos/eclipse/ditto/languages,Java,True
1326,4538,486565,kr.co.linkhub:closedown-sdk,kr.co.linkhub:closedown-sdk:1.0.2,1.0.2,1464317616000,0,3,2,git@github.com/linkhub-sdk/CloseDown.sdk.java.git,linkhub-sdk,CloseDown.sdk.java,https://api.github.com/repos/linkhub-sdk/CloseDown.sdk.java/languages,Java,True
1327,4539,427677,com.juhuasuan:osprey,com.juhuasuan:osprey:1.0.1,1.0.1,1338436105000,0,3,1,https://github.com/echozhjun/osprey,echozhjun,osprey,https://api.github.com/repos/echozhjun/osprey/languages,Java,True
1328,4543,196130,tech.pantheon.triemap:triemap,tech.pantheon.triemap:triemap:1.3.2,1.3.2,1719787686000,4,21,2,https://github.com/PantheonTechnologies/triemap,PantheonTechnologies,triemap,https://api.github.com/repos/PantheonTechnologies/triemap/languages,Java,True
1331,4552,591896,com.aizuda:flowlong-core,com.aizuda:flowlong-core:1.0.0,1.0.0,1724251463000,1,1,1,https://github.com/aizuda/flowlong/,aizuda,flowlong,https://api.github.com/repos/aizuda/flowlong/languages,Java,True
1332,4553,106365,com.ardikars.common:common,com.ardikars.common:common:1.3.7,1.3.7,1565898601000,0,1,1,https://github.com/jxnet/java-common,jxnet,java-common,https://api.github.com/repos/jxnet/java-common/languages,Java,True
1333,4554,72499,io.spot-next:spot-cms-base,io.spot-next:spot-cms-base:1.0.21-BETA-20190513,1.0.21-BETA-20190513,1557775588000,0,9,8,https://github.com/spot-next/spot-framework/tree/master/spot-cms-base,spot-next,spot-framework,https://api.github.com/repos/spot-next/spot-framework/languages,Java,True
1334,4563,474027,org.openbase.bco:manager.location.remote,org.openbase.bco:manager.location.remote:1.6.9,1.6.9,1525819990000,0,3,3,https://github.com/openbase/bco.manager/wiki,openbase,bco.manager,https://api.github.com/repos/openbase/bco.manager/languages,Java,True
1337,4572,150446,au.csiro:ontology-parent,au.csiro:ontology-parent:4.1.0,4.1.0,1630294865000,0,3,1,git@github.com:aehrc/ontology-core.git,aehrc,ontology-core,https://api.github.com/repos/aehrc/ontology-core/languages,Java,True
1338,4583,482674,com.codiform:moo-core,com.codiform:moo-core:2.1.0,2.1.0,1533134839000,0,5,2,http://github.com/geoffreywiseman/Moo,geoffreywiseman,Moo,https://api.github.com/repos/geoffreywiseman/Moo/languages,Java,True
1339,4585,306279,de.scravy:bedrock,de.scravy:bedrock:2020.09.25,2020.09.25,1601126518000,0,8,1,https://github.com/scravy/bedrock,scravy,bedrock,https://api.github.com/repos/scravy/bedrock/languages,Java,True
1340,4586,286958,org.openhubframework:openhub,org.openhubframework:openhub:2.3.0,2.3.0,1622463186000,0,4,4,https://github.com/OpenWiseSolutions/openhub-framework.git,OpenWiseSolutions,openhub-framework,https://api.github.com/repos/OpenWiseSolutions/openhub-framework/languages,Java,True
1341,4591,169397,com.mobaijun:mybatis-plus-spring-boot-starter,com.mobaijun:mybatis-plus-spring-boot-starter:3.0.5,3.0.5,1724411361000,0,5,3,"https://github.com/mobaijun/mobaijun-spring-boot-starter/tree/main/mybatis-plus-spring-boot-starter
        ",mobaijun,mobaijun-spring-boot-starter,https://api.github.com/repos/mobaijun/mobaijun-spring-boot-starter/languages,Java,True
1342,4593,40321,org.trellisldp:trellis-osgi,org.trellisldp:trellis-osgi:0.7.3,0.7.3,1536671546000,0,8,8,https://github.com/trellis-ldp/trellis,trellis-ldp,trellis,https://api.github.com/repos/trellis-ldp/trellis/languages,Java,True
1345,4599,565110,com.github.nbbrd.spreadsheet4j:spreadsheet-standalone,com.github.nbbrd.spreadsheet4j:spreadsheet-standalone:2.5.9,2.5.9,1716886737000,5,5,1,https://github.com/nbbrd/spreadsheet4j,nbbrd,spreadsheet4j,https://api.github.com/repos/nbbrd/spreadsheet4j/languages,Java,True
1350,4617,415956,io.opentracing.contrib:opentracing-rxjava-parent,io.opentracing.contrib:opentracing-rxjava-parent:0.1.4,0.1.4,1582807449000,0,4,1,http://github.com/opentracing-contrib/java-rxjava,opentracing-contrib,java-rxjava,https://api.github.com/repos/opentracing-contrib/java-rxjava/languages,Java,True
1351,4618,384847,org.terrakube.terraform:terraform-spring-boot-starter,org.terrakube.terraform:terraform-spring-boot-starter:0.15.0,0.15.0,1715983309000,0,3,3,http://github.com/AzBuilder/terraform-spring-boot/tree/master,AzBuilder,terraform-spring-boot,https://api.github.com/repos/AzBuilder/terraform-spring-boot/languages,Java,True
1352,4619,496707,int.esa.ccsds.mo:API_COMMON,int.esa.ccsds.mo:API_COMMON:8.2,8.2,1688648329000,0,2,2,https://github.com/esa/mo-services-java,esa,mo-services-java,https://api.github.com/repos/esa/mo-services-java/languages,Java,True
1353,4622,271093,com.steelbridgelabs.oss:neo4j-gremlin-bolt,com.steelbridgelabs.oss:neo4j-gremlin-bolt:0.4.6,0.4.6,1610511989000,0,6,3,https://github.com/SteelBridgeLabs/neo4j-gremlin-bolt.git,SteelBridgeLabs,neo4j-gremlin-bolt,https://api.github.com/repos/SteelBridgeLabs/neo4j-gremlin-bolt/languages,Java,True
1356,4629,275024,org.springframework.cloud:spring-cloud-kubernetes-configserver,org.springframework.cloud:spring-cloud-kubernetes-configserver:3.1.3,3.1.3,1720642365000,0,3,3,https://github.com/spring-cloud/spring-cloud-kubernetes/spring-cloud-kubernetes-controllers/spring-cloud-kubernetes-configserver,spring-cloud,spring-cloud-kubernetes,https://api.github.com/repos/spring-cloud/spring-cloud-kubernetes/languages,Java,True
1358,4636,281461,io.github.mengwang0211:excel-utils,io.github.mengwang0211:excel-utils:3.0.0,3.0.0,1567084291000,0,9,6,https://github.com/mengwang0211/excel-utils.git,mengwang0211,excel-utils,https://api.github.com/repos/mengwang0211/excel-utils/languages,Java,True
1359,4639,97168,com.github.princesslana:smalld,com.github.princesslana:smalld:0.5.0,0.5.0,1625513402000,0,13,4,https://github.com/princesslana/smalld,princesslana,smalld,https://api.github.com/repos/princesslana/smalld/languages,Java,True
1360,4641,491034,io.github.raven-source:raven-mongodb-repository-async,io.github.raven-source:raven-mongodb-repository-async:1.0-RELEASE,1.0-RELEASE,1590066596000,0,5,2,https://github.com/Raven-Source/raven-mongodb-java,Raven-Source,raven-mongodb-java,https://api.github.com/repos/Raven-Source/raven-mongodb-java/languages,Java,True
1361,4642,70705,cc.eamon.open:mapping,cc.eamon.open:mapping:1.0.5-ALPHA,1.0.5-ALPHA,1601458296000,0,5,4,https://github.com/ymxiong/mapping,ymxiong,mapping,https://api.github.com/repos/ymxiong/mapping/languages,Java,True
1364,4658,418027,com.akvelon:cdap-salesforce-plugins,com.akvelon:cdap-salesforce-plugins:1.5.1,1.5.1,1673335003000,9,32,15,https://github.com/akvelon/salesforce.git,akvelon,salesforce,https://api.github.com/repos/akvelon/salesforce/languages,Java,True
1365,4659,490433,de.cau.cs.kieler.klighd:de.cau.cs.kieler.klighd.incremental,de.cau.cs.kieler.klighd:de.cau.cs.kieler.klighd.incremental:3.0.2.v20240507,3.0.2.v20240507,1715097406000,0,3,3,https://github.com/kieler/KLighD,kieler,KLighD,https://api.github.com/repos/kieler/KLighD/languages,Java,True
1366,4663,252728,com.flipkart:hbase-object-mapper,com.flipkart:hbase-object-mapper:1.19,1.19,1613210949000,0,11,5,https://github.com/flipkart-incubator/hbase-orm,flipkart-incubator,hbase-orm,https://api.github.com/repos/flipkart-incubator/hbase-orm/languages,Java,True
1369,4667,491376,com.penalara.ghc:engineInputGHCFile,com.penalara.ghc:engineInputGHCFile:2.1.0,2.1.0,1709122798000,0,1,1,https://github.com/penalara/engineInputGHCFile/tree/main,penalara,engineInputGHCFile,https://api.github.com/repos/penalara/engineInputGHCFile/languages,Java,True
1372,4676,197620,org.moduliths:moduliths-starter-jpa-jakarta,org.moduliths:moduliths-starter-jpa-jakarta:1.3.0,1.3.0,1653321972000,0,6,3,https://github.com/odrotbohm/moduliths/moduliths-starter-jpa-jakarta,odrotbohm,moduliths,https://api.github.com/repos/odrotbohm/moduliths/languages,Java,True
1373,4677,336778,com.qcloud.oceanus:flink-parent,com.qcloud.oceanus:flink-parent:1.10.1,1.10.1,1592155076000,0,10,3,https://github.com/apache/flink,apache,flink,https://api.github.com/repos/apache/flink/languages,Java,True
1376,4685,500031,org.computate:smartabyar-smartvillage,org.computate:smartabyar-smartvillage:2.0.2,2.0.2,1708377914000,0,51,51,http://github.com/computate-org/smartabyar-smartvillage/tree/master,computate-org,smartabyar-smartvillage,https://api.github.com/repos/computate-org/smartabyar-smartvillage/languages,Java,True
1377,4686,511420,eu.trentorise.opendata:tod-commons,eu.trentorise.opendata:tod-commons:1.1.0,1.1.0,1447082511000,0,7,3,https://github.com/opendatatrentino/tod-commons,opendatatrentino,tod-commons,https://api.github.com/repos/opendatatrentino/tod-commons/languages,Java,True
1378,4689,327282,com.nominanuda:zen-dataobject,com.nominanuda:zen-dataobject:1.1.3,1.1.3,1358706603000,0,3,2,scm:git:git@github.com:michelegonella/zen-project.git,michelegonella,zen-project,https://api.github.com/repos/michelegonella/zen-project/languages,Java,True
1379,4693,312494,com.aventstack:extentreports-cucumber4-adapter,com.aventstack:extentreports-cucumber4-adapter:1.2.1,1.2.1,1595740495000,0,5,4,https://github.com/extent-framework/extentreports-cucumber4-adapter,extent-framework,extentreports-cucumber4-adapter,https://api.github.com/repos/extent-framework/extentreports-cucumber4-adapter/languages,Java,True
1382,4699,87375,com.adeptj:adeptj-modules-jaxrs-resteasy,com.adeptj:adeptj-modules-jaxrs-resteasy:1.1.0.Final,1.1.0.Final,1522651009000,0,23,8,https://github.com/AdeptJ/adeptj-modules,AdeptJ,adeptj-modules,https://api.github.com/repos/AdeptJ/adeptj-modules/languages,Java,True
1383,4704,388540,com.genexus:gxqueue-awssqs,com.genexus:gxqueue-awssqs:4.6.7,4.6.7,1723477711000,0,4,3,https://github.com/genexuslabs/javaclasses/gxqueue-awssqs,genexuslabs,javaclasses,https://api.github.com/repos/genexuslabs/javaclasses/languages,Java,True
1386,4709,330730,com.harium.suneidesis.sunbot:slack,com.harium.suneidesis.sunbot:slack:1.6.7,1.6.7,1628883048000,0,5,5,http://github.com/harium/sunbot-slack/tree/master,harium,sunbot-slack,https://api.github.com/repos/harium/sunbot-slack/languages,Java,True
1387,4710,271227,org.springframework.cloud:spring-cloud-bus-docs,org.springframework.cloud:spring-cloud-bus-docs:4.1.2,4.1.2,1720629028000,0,2,2,https://github.com/spring-cloud/spring-cloud-bus/spring-cloud-bus-docs,spring-cloud,spring-cloud-bus,https://api.github.com/repos/spring-cloud/spring-cloud-bus/languages,Java,True
1388,4711,222246,com.pragmatickm:pragmatickm-book,com.pragmatickm:pragmatickm-book:1.17.0,1.17.0,1652672912000,1,7,6,https://github.com/ao-apps/pragmatickm,ao-apps,pragmatickm,https://api.github.com/repos/ao-apps/pragmatickm/languages,Java,True
1390,4729,505935,org.touchbit.retrofit.veslo:gson,org.touchbit.retrofit.veslo:gson:1.2.0,1.2.0,1647456090000,0,5,2,https://github.com/touchbit/retrofit-veslo,touchbit,retrofit-veslo,https://api.github.com/repos/touchbit/retrofit-veslo/languages,Java,True
1391,4732,448050,org.trellisldp:trellis-rdfa,org.trellisldp:trellis-rdfa:0.19.0,0.19.0,1631921404000,0,6,1,https://github.com/trellis-ldp/trellis,trellis-ldp,trellis,https://api.github.com/repos/trellis-ldp/trellis/languages,Java,True
1393,4735,37187,net.sf.m-m-m:mmm-util-reflect,net.sf.m-m-m:mmm-util-reflect:8.7.0,8.7.0,1560020514000,0,3,3,https://github.com/m-m-m/util/tree/master/mmm-util/mmm-util-reflect,m-m-m,util,https://api.github.com/repos/m-m-m/util/languages,Java,True
1395,4745,229734,com.twitter:joauth,com.twitter:joauth:6.0.3,6.0.3,1558373054000,0,5,1,scm:git:git@github.com:twitter/joauth.git,twitter,joauth,https://api.github.com/repos/twitter/joauth/languages,Java,True
1397,4752,14850,org.springframework.cloud:spring-cloud-starter-netflix-eureka-server,org.springframework.cloud:spring-cloud-starter-netflix-eureka-server:4.1.3,4.1.3,1720630548000,2,4,4,https://github.com/spring-cloud/spring-cloud-netflix/spring-cloud-starter-netflix-eureka-server,spring-cloud,spring-cloud-netflix,https://api.github.com/repos/spring-cloud/spring-cloud-netflix/languages,Java,True
1399,4756,164152,com.qualinsight.plugins.sonarqube:qualinsight-plugins-sonarqube-badges,com.qualinsight.plugins.sonarqube:qualinsight-plugins-sonarqube-badges:3.0.1,3.0.1,1480151163000,0,12,6,https://github.com/QualInsight/qualinsight-plugins-sonarqube-badges.git,QualInsight,qualinsight-plugins-sonarqube-badges,https://api.github.com/repos/QualInsight/qualinsight-plugins-sonarqube-badges/languages,Java,True
1400,4760,62785,de.digitalcollections.commons:dc-commons-springsecurity,de.digitalcollections.commons:dc-commons-springsecurity:4.1.3,4.1.3,1658151996000,0,21,13,https://github.com/dbmdz/digitalcollections-commons/tree/main/dc-commons-springsecurity,dbmdz,digitalcollections-commons,https://api.github.com/repos/dbmdz/digitalcollections-commons/languages,Java,True
1402,4775,571362,com.slytechs.jnet:jnetpcap,com.slytechs.jnet:jnetpcap:2.0.1+jdk.21,2.0.1+jdk.21,1702434878000,0,4,2,https://github.com/slytechs-repos/jnetpcap,slytechs-repos,jnetpcap,https://api.github.com/repos/slytechs-repos/jnetpcap/languages,Java,True
1403,4785,512198,com.mastfrog:vl-jung,com.mastfrog:vl-jung:2.2,2.2,1606328656000,0,7,6,git@github.com:timboudreau/vl-jung.git,timboudreau,vl-jung,https://api.github.com/repos/timboudreau/vl-jung/languages,Java,True
1406,4790,468361,com.github.acshmily:resubmit-spring-boot-starter,com.github.acshmily:resubmit-spring-boot-starter:1.2,1.2,1655116879000,0,8,4,https://github.com/acshmily/resubmit-springboot-starter,acshmily,resubmit-springboot-starter,https://api.github.com/repos/acshmily/resubmit-springboot-starter/languages,Java,True
1409,4803,148105,com.semanticcms:semanticcms-autogit-bom-book,com.semanticcms:semanticcms-autogit-bom-book:1.6.2,1.6.2,1645071065000,1,7,6,https://github.com/ao-apps/semanticcms-autogit-bom,ao-apps,semanticcms-autogit-bom,https://api.github.com/repos/ao-apps/semanticcms-autogit-bom/languages,Java,True
1410,4804,76930,org.nkjmlab:nkjmlab-utils-helper,org.nkjmlab:nkjmlab-utils-helper:1.0.1,1.0.1,1715846408000,0,16,11,https://github.com/nkjmlab/nkjmlab-utils,nkjmlab,nkjmlab-utils,https://api.github.com/repos/nkjmlab/nkjmlab-utils/languages,Java,True
1411,4805,309813,com.sangupta:blog-parser,com.sangupta:blog-parser:1.0.0,1.0.0,1345198546000,0,3,2,https://github.com/sangupta/blog-parser,sangupta,blog-parser,https://api.github.com/repos/sangupta/blog-parser/languages,Java,True
1413,4817,396316,com.github.bingoohuang:multi-tenants-connection-pool,com.github.bingoohuang:multi-tenants-connection-pool:0.0.2,0.0.2,1521941306000,0,15,2,http://github.com/bingoohuang/multi-tenants-connection-pool,bingoohuang,multi-tenants-connection-pool,https://api.github.com/repos/bingoohuang/multi-tenants-connection-pool/languages,Java,True
1415,4828,126990,com.loadcoder:chart-extensions,com.loadcoder:chart-extensions:1.0.19.1,1.0.19.1,1555167170000,0,3,2,https://github.com/loadcoder/chart-extensions,loadcoder,chart-extensions,https://api.github.com/repos/loadcoder/chart-extensions/languages,Java,True
1419,4853,510274,com.uchicom:bdm,com.uchicom:bdm:0.0.3,0.0.3,1622726385000,0,1,1,https://github.com/uchicom/bdm,uchicom,bdm,https://api.github.com/repos/uchicom/bdm/languages,Java,True
1422,4862,493449,com.github.guu-mc:msql,com.github.guu-mc:msql:1.3,1.3,1565535798000,0,8,7,https://github.com/guu-mc/msql,guu-mc,msql,https://api.github.com/repos/guu-mc/msql/languages,Java,True
1424,4869,522691,com.rnkrsoft.io4j:io4j,com.rnkrsoft.io4j:io4j:1.0.4,1.0.4,1588178405000,0,7,4,https://github.com/rnkrsoft/io4j.git,rnkrsoft,io4j,https://api.github.com/repos/rnkrsoft/io4j/languages,Java,True
1427,4894,582944,com.nbsaas.boot:nbsaas-article-starter,com.nbsaas.boot:nbsaas-article-starter:1.0.1-2024,1.0.1-2024,1705827325000,0,2,1,https://github.com/nbsaas-boot/nbsaas-boot-starter,nbsaas-boot,nbsaas-boot-starter,https://api.github.com/repos/nbsaas-boot/nbsaas-boot-starter/languages,Java,True
1430,4907,483032,com.github.tobiasrm:tinylog-tagging-filewriter,com.github.tobiasrm:tinylog-tagging-filewriter:1.3.1,1.3.1,1511796772000,0,1,1,https://github.com/tobiasrm/tinylog-tagging-filewriter/tree/master,tobiasrm,tinylog-tagging-filewriter,https://api.github.com/repos/tobiasrm/tinylog-tagging-filewriter/languages,Java,True
1431,4910,528648,com.github.peterbecker:configuration,com.github.peterbecker:configuration:1.1,1.1,1532674564000,0,3,1,https://github.com/peterbecker/configuration.git,peterbecker,configuration,https://api.github.com/repos/peterbecker/configuration/languages,Java,True
1432,4911,294474,com.github.wnameless:json-flattener,com.github.wnameless:json-flattener:0.7.1,0.7.1,1570234914000,0,5,3,git@github.com:wnameless/json-flattener.git,wnameless,json-flattener,https://api.github.com/repos/wnameless/json-flattener/languages,Java,True
1433,4915,228858,com.tencentcloudapi:tencentcloud-sdk-java-wss,com.tencentcloudapi:tencentcloud-sdk-java-wss:3.1.894,3.1.894,1698310697000,0,1,1,https://github.com/TencentCloud/tencentcloud-sdk-java,TencentCloud,tencentcloud-sdk-java,https://api.github.com/repos/TencentCloud/tencentcloud-sdk-java/languages,Java,True
1434,4918,280237,nl.vpro.magnolia:magnolia-module-vpro-keycloak,nl.vpro.magnolia:magnolia-module-vpro-keycloak:1.13,1.13,1690792861000,0,11,10,https://github.com/vpro/magnolia-module-vpro-keycloak,vpro,magnolia-module-vpro-keycloak,https://api.github.com/repos/vpro/magnolia-module-vpro-keycloak/languages,Java,True
1436,4925,166730,no.sysco.middleware.alpakka:alpakka-zeromq,no.sysco.middleware.alpakka:alpakka-zeromq:0.1.10,0.1.10,1555336503000,0,5,4,https://github.com/sysco-middleware/alpakka-connectors/alpakka-zeromq,sysco-middleware,alpakka-connectors,https://api.github.com/repos/sysco-middleware/alpakka-connectors/languages,Java,True
1437,4926,433968,com.lexicalscope.fluent-collections:fluent-collections,com.lexicalscope.fluent-collections:fluent-collections:0.0.2,0.0.2,1379363824000,0,7,5,https://github.com/lexicalscope/fluent-collections,lexicalscope,fluent-collections,https://api.github.com/repos/lexicalscope/fluent-collections/languages,Java,True
1438,4927,51898,com.avides.springboot.springtainer:springtainer-awss3mock,com.avides.springboot.springtainer:springtainer-awss3mock:1.4.0,1.4.0,1680116555000,0,11,2,https://github.com/springtainer/springtainer-awss3mock,springtainer,springtainer-awss3mock,https://api.github.com/repos/springtainer/springtainer-awss3mock/languages,Java,True
1439,4930,95885,org.alfasoftware:morf-oracle,org.alfasoftware:morf-oracle:2.19.1,2.19.1,1722593144000,1,3,1,https://github.com/alfasoftware/morf,alfasoftware,morf,https://api.github.com/repos/alfasoftware/morf/languages,Java,True
1440,4936,124449,com.bernardomg.tabletop.dreadball:dreadball-model-persistence,com.bernardomg.tabletop.dreadball:dreadball-model-persistence:0.8.6,0.8.6,1523798154000,0,5,3,https://github.com/bernardo-mg/dreadball-model-persistence,bernardo-mg,dreadball-model-persistence,https://api.github.com/repos/bernardo-mg/dreadball-model-persistence/languages,Java,True
1441,4937,510499,de.perdian.flightsearch:flightsearch-api,de.perdian.flightsearch:flightsearch-api:4.0.1,4.0.1,1589528529000,0,6,4,https://github.com/perdian/flightsearch-api,perdian,flightsearch-api,https://api.github.com/repos/perdian/flightsearch-api/languages,Java,True
